gene,tpm,percentile,status
HSPA1A,3420.0,100.0,HIGH
EEF2,3325.9,100.0,HIGH
TXNIP,2812.71,100.0,HIGH
AHNAK,2747.92,100.0,HIGH
PANX3,2089.51,100.0,HIGH
HSP90AB1,1876.11,100.0,HIGH
RPL36AL,1864.63,100.0,HIGH
DSTN,1702.16,100.0,HIGH
HSPA5,1663.69,100.0,HIGH
SLC25A6,1608.95,100.0,HIGH
HLA-DRA,1534.4,100.0,HIGH
LAPTM4A,1362.88,99.9,HIGH
PSAP,1307.48,99.9,HIGH
LRP1,1276.86,99.9,HIGH
FAT1,1268.49,99.9,HIGH
CD63,1251.24,99.9,HIGH
CTNNB1,1234.28,99.9,HIGH
CD163,1232.18,99.9,HIGH
B2M,1190.75,99.9,HIGH
SUSD5,1130.93,99.9,HIGH
S100A10,1055.34,99.9,HIGH
BNIP3L,1049.75,99.9,HIGH
EDIL3,1035.0,99.9,HIGH
MRC2,995.63,99.9,HIGH
GJA1,991.07,99.9,HIGH
CALR,971.95,99.9,HIGH
CD74,960.56,99.9,HIGH
TMEM123,911.67,99.9,HIGH
NDUFA1,866.27,99.9,HIGH
STT3B,844.08,99.9,HIGH
LIFR,826.76,99.9,HIGH
LMAN1,799.24,99.9,HIGH
KLF9,772.1,99.9,HIGH
MCL1,746.63,99.9,HIGH
SGMS2,730.78,99.9,HIGH
CSDE1,722.96,99.9,HIGH
ITGB1,721.95,99.9,HIGH
RRBP1,708.18,99.9,HIGH
GPNMB,707.23,99.9,HIGH
PTH1R,695.51,99.9,HIGH
SLC38A2,695.33,99.9,HIGH
P4HA1,658.89,99.9,HIGH
GLO1,640.52,99.9,HIGH
BPNT2,632.44,99.8,HIGH
SERINC1,625.17,99.8,HIGH
IL6ST,618.73,99.8,HIGH
ITGA10,616.08,99.8,HIGH
PTTG1IP,608.9,99.8,HIGH
CALU,607.53,99.8,HIGH
EPB41L2,607.26,99.8,HIGH
TGFBR2,604.84,99.8,HIGH
PTPN12,604.71,99.8,HIGH
ATP2B1,601.51,99.8,HIGH
CANX,585.6,99.8,HIGH
GOLIM4,584.48,99.8,HIGH
TMEM119,581.85,99.8,HIGH
LPAR1,565.64,99.8,HIGH
GDI2,564.35,99.8,HIGH
OSBPL8,558.98,99.8,HIGH
DDX17,555.63,99.8,HIGH
IGHA1,553.94,99.8,HIGH
HNRNPA2B1,552.8,99.8,HIGH
PDIA4,549.81,99.8,HIGH
APP,548.25,99.8,HIGH
TRAM1,542.26,99.8,HIGH
CEMIP2,540.48,99.8,HIGH
TGFBR1,534.63,99.8,HIGH
APLP2,531.04,99.8,HIGH
SYPL1,528.18,99.8,HIGH
HTRA1,515.88,99.7,HIGH
DAB2,515.55,99.7,HIGH
EDNRA,514.22,99.7,HIGH
TLN1,511.85,99.7,HIGH
DIO2,511.66,99.7,HIGH
MRC1,499.45,99.7,HIGH
MMP14,498.18,99.7,HIGH
LAMA4,491.78,99.7,HIGH
TGOLN2,489.21,99.7,HIGH
HEXB,484.2,99.7,HIGH
LRP4,483.85,99.7,HIGH
PRDX6,482.98,99.7,HIGH
RTN4,482.89,99.7,HIGH
TIMM23,481.63,99.7,HIGH
HUWE1,479.2,99.7,HIGH
SERINC3,478.17,99.7,HIGH
ROBO1,475.69,99.7,HIGH
C4orf3,473.0,99.7,HIGH
TM9SF3,471.62,99.7,HIGH
STT3A,471.06,99.7,HIGH
SARAF,465.78,99.7,HIGH
DDX3Y,461.61,99.7,HIGH
PPT1,457.29,99.7,HIGH
PRNP,456.58,99.7,HIGH
GNS,456.4,99.7,HIGH
PNISR,455.55,99.7,HIGH
TMEM30A,436.32,99.7,HIGH
PLS3,434.42,99.7,HIGH
RNF19A,429.76,99.7,HIGH
EIF4B,428.18,99.7,HIGH
SLC44A1,423.11,99.6,HIGH
PLXNB2,420.02,99.6,HIGH
ITPR2,418.18,99.6,HIGH
ANO6,416.4,99.6,HIGH
FLNA,413.05,99.6,HIGH
ELOVL5,412.25,99.6,HIGH
PLVAP,411.58,99.6,HIGH
CDV3,411.26,99.6,HIGH
PCDH18,410.24,99.6,HIGH
PALLD,408.8,99.6,HIGH
ASAP1,406.11,99.6,HIGH
TMBIM6,400.68,99.6,HIGH
IQGAP1,395.32,99.6,HIGH
CALD1,393.45,99.6,HIGH
TYROBP,392.69,99.6,HIGH
MTPN,392.49,99.6,HIGH
UTRN,391.88,99.6,HIGH
LAMC1,390.38,99.6,HIGH
TGFB1,389.84,99.6,HIGH
PDIA3,386.1,99.6,HIGH
CAMK2D,385.35,99.6,HIGH
UBE2J1,382.1,99.6,HIGH
TMED2,381.74,99.6,HIGH
ESYT2,381.74,99.6,HIGH
SDC2,381.33,99.6,HIGH
CLEC2B,381.22,99.6,HIGH
SSR3,379.98,99.6,HIGH
CDC42EP3,375.46,99.6,HIGH
PAM,374.88,99.6,HIGH
ENAH,374.38,99.6,HIGH
FBN1,372.58,99.6,HIGH
PTPRD,371.68,99.6,HIGH
FKBP10,369.71,99.6,HIGH
TMED10,368.26,99.6,HIGH
BAMBI,366.66,99.6,HIGH
GPR34,362.56,99.6,HIGH
CMPK1,358.0,99.5,HIGH
SGCB,355.9,99.5,HIGH
GPX4,355.56,99.5,HIGH
ABCA1,355.29,99.5,HIGH
CLIC4,354.95,99.5,HIGH
ITGB5,353.26,99.5,HIGH
EFR3A,350.55,99.5,HIGH
RNF144A,350.13,99.5,HIGH
ANXA1,348.84,99.5,HIGH
PLP2,348.13,99.5,HIGH
HLA-E,348.02,99.5,HIGH
OGT,345.86,99.5,HIGH
SF3B1,345.43,99.5,HIGH
LNPEP,344.55,99.5,HIGH
UNC5B,344.28,99.5,HIGH
YES1,343.71,99.5,HIGH
MAP4,342.09,99.5,HIGH
PDIA6,340.4,99.5,HIGH
EVI2A,340.06,99.5,HIGH
RPN2,338.89,99.5,HIGH
TMTC2,337.11,99.5,HIGH
MERTK,337.01,99.5,HIGH
DYRK2,335.21,99.5,HIGH
YTHDC1,333.72,99.5,HIGH
MYH9,332.35,99.5,HIGH
USP53,330.45,99.5,HIGH
SSR1,330.31,99.5,HIGH
SLC39A6,330.01,99.5,HIGH
HIPK3,328.35,99.5,HIGH
PDGFC,328.18,99.5,HIGH
TMEM248,327.71,99.5,HIGH
PDLIM5,326.65,99.5,HIGH
SPAG9,324.07,99.4,HIGH
EVI2B,324.01,99.4,HIGH
TPP1,323.11,99.4,HIGH
REEP3,318.49,99.4,HIGH
PDGFRA,318.35,99.4,HIGH
IL1R1,317.3,99.4,HIGH
XPR1,315.52,99.4,HIGH
RCN3,313.86,99.4,HIGH
COLEC12,313.17,99.4,HIGH
KMT2E,312.31,99.4,HIGH
SEL1L,310.87,99.4,HIGH
NEO1,310.69,99.4,HIGH
OST4,308.6,99.4,HIGH
CKAP4,304.47,99.4,HIGH
EZR,303.0,99.4,HIGH
SURF4,302.79,99.4,HIGH
KDELR2,301.46,99.4,HIGH
TPM1,301.42,99.4,HIGH
DDX3X,301.05,99.4,HIGH
SLK,300.7,99.4,HIGH
NRP1,300.64,99.4,HIGH
CHML,300.45,99.4,HIGH
ADNP,299.25,99.4,HIGH
SH3PXD2B,297.26,99.4,HIGH
LAMP1,296.95,99.4,HIGH
SLC5A3,296.65,99.4,HIGH
SCAF11,295.8,99.4,HIGH
SEMA5A,295.13,99.4,HIGH
YBX1,293.65,99.4,HIGH
OS9,293.5,99.4,HIGH
CD99,291.01,99.4,HIGH
TNFRSF19,290.08,99.4,HIGH
NOTCH2,289.14,99.3,HIGH
KIDINS220,289.11,99.3,HIGH
PLOD2,286.62,99.3,HIGH
PTPRA,283.16,99.3,HIGH
GLG1,282.02,99.3,HIGH
HILPDA,282.02,99.3,HIGH
MYO1B,279.26,99.3,HIGH
INSR,277.93,99.3,HIGH
ITGA2,277.75,99.3,HIGH
FNDC3B,277.25,99.3,HIGH
ARHGEF6,274.05,99.3,HIGH
MTDH,272.45,99.3,HIGH
ENO1,272.14,99.3,HIGH
PTPRZ1,271.33,99.3,HIGH
UGCG,269.71,99.3,HIGH
STRN3,269.36,99.3,HIGH
ARID5B,268.9,99.3,HIGH
ERBIN,267.7,99.3,HIGH
MFSD1,267.61,99.3,HIGH
ITM2B,267.32,99.3,HIGH
ADAM10,267.12,99.3,HIGH
TMED7,266.92,99.3,HIGH
C5orf15,266.22,99.3,HIGH
STOM,263.9,99.2,HIGH
EMC7,262.64,99.2,HIGH
ARL6IP5,259.95,99.2,HIGH
PDAP1,259.79,99.2,HIGH
COX7C,259.74,99.2,HIGH
TRPM7,259.55,99.2,HIGH
EIF3L,257.43,99.2,HIGH
BAG5,255.74,99.2,HIGH
SLC39A7,254.79,99.2,HIGH
CAST,254.09,99.2,HIGH
APOL2,253.43,99.2,HIGH
ATL3,252.87,99.2,HIGH
NDFIP1,252.81,99.2,HIGH
CKAP5,252.68,99.2,HIGH
SLC38A4,252.19,99.2,HIGH
IFNGR1,252.15,99.2,HIGH
EIF5,251.98,99.2,HIGH
PPP1R12A,251.98,99.2,HIGH
P4HB,251.13,99.2,HIGH
PHOSPHO1,250.64,99.2,HIGH
ANTXR2,247.07,99.2,HIGH
VMP1,246.47,99.2,HIGH
MKLN1,245.24,99.1,HIGH
GALNT3,244.67,99.1,HIGH
ARHGAP21,243.76,99.1,HIGH
PRDX4,243.67,99.1,HIGH
HELZ,242.29,99.1,HIGH
HSP90B1,241.32,99.1,HIGH
CRIM1,241.15,99.1,HIGH
NKTR,240.48,99.1,HIGH
FNDC3A,240.1,99.1,HIGH
CLDN12,239.91,99.1,HIGH
ZDHHC17,239.9,99.1,HIGH
TPST1,239.53,99.1,HIGH
TM9SF2,239.25,99.1,HIGH
CLK1,237.19,99.1,HIGH
MFSD14B,236.89,99.1,HIGH
TAOK1,236.46,99.1,HIGH
IFITM5,235.35,99.1,HIGH
DNAJC3,235.01,99.1,HIGH
STK17B,232.47,99.1,HIGH
JAG1,232.07,99.1,HIGH
ATP6V0E1,231.03,99.1,HIGH
ZBED3,230.95,99.1,HIGH
CYBB,230.87,99.1,HIGH
SPRED1,230.07,99.1,HIGH
TNFRSF21,229.52,99.1,HIGH
HIPK1,228.29,99.0,HIGH
RPN1,225.9,99.0,HIGH
PKD2,225.83,99.0,HIGH
CAVIN1,225.71,99.0,HIGH
CREB3L2,225.69,99.0,HIGH
DDX6,225.33,99.0,HIGH
GABARAPL1,225.08,99.0,HIGH
HIPK2,224.03,99.0,HIGH
SEPTIN2,223.73,99.0,HIGH
UBXN4,223.47,99.0,HIGH
CCDC47,223.21,99.0,HIGH
MYO1E,223.17,99.0,HIGH
WAC,223.08,99.0,HIGH
GPBP1,223.01,99.0,HIGH
CYBRD1,222.45,99.0,HIGH
CLTA,221.39,99.0,HIGH
LGALS3,221.16,99.0,HIGH
DAD1,220.36,99.0,HIGH
ABI1,219.8,99.0,HIGH
VSIG4,218.57,99.0,HIGH
APMAP,218.16,99.0,HIGH
MPEG1,218.02,99.0,HIGH
LIPA,217.25,99.0,HIGH
GNAS,216.58,99.0,HIGH
KIRREL1,216.33,99.0,HIGH
SDC3,216.2,99.0,HIGH
ARHGAP18,214.94,99.0,HIGH
PAPOLA,214.43,98.9,HIGH
DNAJB9,213.8,98.9,HIGH
ANTXR1,213.57,98.9,HIGH
CCT3,213.44,98.9,HIGH
RABGAP1,213.4,98.9,HIGH
ARF1,213.2,98.9,HIGH
TMEM50A,212.05,98.9,HIGH
SEC11A,211.95,98.9,HIGH
SLC35F5,211.72,98.9,HIGH
MCFD2,211.57,98.9,HIGH
CERS6,211.35,98.9,HIGH
TMEM167A,211.09,98.9,HIGH
MAOB,210.84,98.9,HIGH
TXN,210.35,98.9,HIGH
RASSF3,210.13,98.9,HIGH
GINM1,210.13,98.9,HIGH
GUSB,210.02,98.9,HIGH
NEXN,209.63,98.9,HIGH
FRS2,209.45,98.9,HIGH
CLMP,209.33,98.9,HIGH
C1orf43,209.17,98.9,HIGH
GOLGA5,208.29,98.9,HIGH
PTPN13,207.1,98.9,HIGH
KTN1,206.73,98.9,HIGH
CD9,206.26,98.9,HIGH
RNF139,205.8,98.9,HIGH
ZNF330,205.31,98.9,HIGH
BST2,204.73,98.9,HIGH
ADD3,204.57,98.9,HIGH
FAT4,204.45,98.8,HIGH
CD109,204.44,98.8,HIGH
AFDN,203.75,98.8,HIGH
SLC30A9,202.89,98.8,HIGH
SCD5,202.78,98.8,HIGH
RDX,202.01,98.8,HIGH
CD93,201.52,98.8,HIGH
PTAR1,201.17,98.8,HIGH
FCHSD2,200.39,98.8,HIGH
PPP6R3,199.8,98.8,HIGH
DNAJC1,199.67,98.8,HIGH
RNF145,199.29,98.8,HIGH
PDCD6IP,198.22,98.8,HIGH
STK17A,198.01,98.8,HIGH
PRKD3,197.81,98.8,HIGH
ASPH,196.94,98.8,HIGH
CADM1,196.91,98.8,HIGH
LGMN,196.83,98.8,HIGH
DPYSL2,196.26,98.8,HIGH
CLSTN1,195.89,98.8,HIGH
ENPEP,195.5,98.8,HIGH
EIF5B,195.25,98.8,HIGH
CD276,194.84,98.8,HIGH
HERPUD1,194.55,98.8,HIGH
MSRB3,194.51,98.8,HIGH
SLC25A36,194.02,98.8,HIGH
SLC17A5,193.86,98.8,HIGH
FAT3,192.07,98.8,HIGH
TMEM14C,191.52,98.7,HIGH
GANAB,191.42,98.7,HIGH
NFE2L1,191.11,98.7,HIGH
RRM2B,190.55,98.7,HIGH
PDZD8,190.09,98.7,HIGH
C1QB,189.85,98.7,HIGH
MS4A7,189.42,98.7,HIGH
RAPGEF2,188.6,98.7,HIGH
RNF149,188.49,98.7,HIGH
ARHGEF12,188.37,98.7,HIGH
SERPINH1,188.11,98.7,HIGH
UBR2,187.97,98.7,HIGH
AKAP11,187.96,98.7,HIGH
CSF1R,187.95,98.7,HIGH
CD47,186.49,98.7,HIGH
SLC20A1,186.43,98.7,HIGH
ATG14,186.3,98.7,HIGH
XPC,186.05,98.7,HIGH
SLC39A9,185.84,98.7,HIGH
CTSK,185.59,98.7,HIGH
KCNJ2,185.52,98.7,HIGH
TMEM38B,185.39,98.7,HIGH
CD164,185.31,98.7,HIGH
TMEM245,185.23,98.7,HIGH
SELENOF,185.12,98.7,HIGH
TSPAN3,184.88,98.7,HIGH
COL6A2,184.8,98.6,HIGH
RC3H1,184.74,98.6,HIGH
RASAL2,184.47,98.6,HIGH
PAK1,184.11,98.6,HIGH
MARCHF7,184.02,98.6,HIGH
APOD,183.84,98.6,HIGH
GASK1B,183.7,98.6,HIGH
GTF3C1,183.68,98.6,HIGH
DEGS1,183.65,98.6,HIGH
RHOA,183.46,98.6,HIGH
YME1L1,183.1,98.6,HIGH
SLC44A2,182.82,98.6,HIGH
APPL1,182.66,98.6,HIGH
IGF2R,182.5,98.6,HIGH
KCNK2,182.49,98.6,HIGH
TP53I11,181.94,98.6,HIGH
MXRA8,181.74,98.6,HIGH
UBE2K,181.71,98.6,HIGH
ADAM17,181.7,98.6,HIGH
ATRN,181.56,98.6,HIGH
CSPG4,181.33,98.6,HIGH
TMEM59,181.18,98.6,HIGH
OSTC,180.59,98.6,HIGH
ERGIC2,180.35,98.6,HIGH
TENM3,180.26,98.6,HIGH
MAN1A2,179.55,98.6,HIGH
SEC63,178.91,98.6,HIGH
NSUN2,178.73,98.6,HIGH
TMCO1,178.16,98.6,HIGH
TTC3,178.07,98.6,HIGH
EMP1,176.55,98.5,HIGH
TYW1,176.38,98.5,HIGH
CMTM6,175.68,98.5,HIGH
RYK,175.62,98.5,HIGH
LPP,175.61,98.5,HIGH
INSIG2,175.3,98.5,HIGH
UNC50,173.8,98.5,HIGH
PTPRS,172.87,98.5,HIGH
LYSMD3,171.86,98.5,HIGH
SEC62,171.84,98.5,HIGH
EPS8,171.79,98.5,HIGH
FAM8A1,170.92,98.5,HIGH
TOMM70,170.91,98.5,HIGH
XBP1,170.49,98.5,HIGH
IGF1R,170.02,98.5,HIGH
CPD,170.01,98.5,HIGH
SNRK,169.88,98.5,HIGH
LEMD3,169.86,98.5,HIGH
ODR4,169.4,98.5,HIGH
HEG1,169.34,98.5,HIGH
PDGFRB,168.24,98.4,HIGH
BMPR2,168.16,98.4,HIGH
SDCBP,167.04,98.4,HIGH
MUC15,166.92,98.4,HIGH
CTNNA1,166.52,98.4,HIGH
PIP4K2A,166.46,98.4,HIGH
FAM241A,166.4,98.4,HIGH
MSR1,166.13,98.4,HIGH
CDC42BPA,165.59,98.4,HIGH
METAP2,165.3,98.4,HIGH
EIF3E,165.06,98.4,HIGH
PPTC7,164.77,98.4,HIGH
PCDHGC3,164.51,98.4,HIGH
DOCK1,163.65,98.4,HIGH
PECAM1,163.31,98.4,HIGH
C3orf38,163.27,98.4,HIGH
ITGA6,161.91,98.4,HIGH
SGPP1,161.07,98.3,HIGH
SLC4A7,161.03,98.3,HIGH
RALA,160.95,98.3,HIGH
CNOT1,160.57,98.3,HIGH
IGHG1,160.46,98.3,HIGH
MSN,160.28,98.3,HIGH
APOLD1,159.81,98.3,HIGH
PTPRM,158.91,98.3,HIGH
PXK,158.89,98.3,HIGH
NCOA1,158.8,98.3,HIGH
S100A6,158.75,98.3,HIGH
ZNF655,158.74,98.3,HIGH
ATXN10,158.73,98.3,HIGH
STAB1,158.54,98.3,HIGH
SNX25,158.35,98.3,HIGH
TRIM4,158.32,98.3,HIGH
ENTPD4,158.02,98.3,HIGH
MLLT10,157.57,98.3,HIGH
ATP11B,157.23,98.3,HIGH
XRN1,157.18,98.3,HIGH
SLC30A1,156.56,98.3,HIGH
PALM2AKAP2,156.1,98.3,EXPRESSED
PDCD7,155.92,98.3,EXPRESSED
DNAJB4,155.47,98.3,EXPRESSED
ZDHHC2,154.98,98.3,EXPRESSED
LRRFIP2,154.65,98.2,EXPRESSED
N4BP2,154.38,98.2,EXPRESSED
PLAA,154.21,98.2,EXPRESSED
DDAH1,153.96,98.2,EXPRESSED
APOL1,153.41,98.2,EXPRESSED
CNPY3,153.38,98.2,EXPRESSED
TMEM43,153.36,98.2,EXPRESSED
ANKIB1,153.08,98.2,EXPRESSED
PPIC,152.75,98.2,EXPRESSED
PFN2,152.71,98.2,EXPRESSED
DDOST,152.18,98.2,EXPRESSED
INPP4A,151.96,98.2,EXPRESSED
ATF6B,151.91,98.2,EXPRESSED
NEMP1,151.8,98.2,EXPRESSED
REEP5,151.52,98.2,EXPRESSED
LGR4,151.44,98.2,EXPRESSED
OSMR,151.43,98.2,EXPRESSED
RHBDL2,151.18,98.2,EXPRESSED
PARD3,151.04,98.2,EXPRESSED
MARCKS,150.96,98.2,EXPRESSED
SLC7A2,150.44,98.2,EXPRESSED
SEMA7A,150.32,98.2,EXPRESSED
PRKCSH,150.26,98.2,EXPRESSED
CA12,150.03,98.2,EXPRESSED
WDFY3,149.83,98.2,EXPRESSED
TMTC3,149.67,98.2,EXPRESSED
ATP2B4,149.36,98.2,EXPRESSED
PDE3A,149.35,98.2,EXPRESSED
NPTN,149.32,98.2,EXPRESSED
HYAL4,149.24,98.2,EXPRESSED
MARCHF6,149.17,98.2,EXPRESSED
SERP1,148.87,98.2,EXPRESSED
ATP9A,148.48,98.1,EXPRESSED
OCIAD1,148.34,98.1,EXPRESSED
POGLUT3,148.21,98.1,EXPRESSED
SDC4,148.21,98.1,EXPRESSED
CTSL,147.31,98.1,EXPRESSED
CD2AP,147.11,98.1,EXPRESSED
TRIB1,147.02,98.1,EXPRESSED
ETS2,146.88,98.1,EXPRESSED
UGGT1,146.64,98.1,EXPRESSED
CD14,146.48,98.1,EXPRESSED
LRCH2,146.35,98.1,EXPRESSED
MAN1A1,146.1,98.1,EXPRESSED
IL13RA1,145.59,98.1,EXPRESSED
FIS1,145.58,98.1,EXPRESSED
RABGAP1L,144.93,98.1,EXPRESSED
CDH2,144.88,98.1,EXPRESSED
DPY19L2,144.43,98.1,EXPRESSED
SLC25A5,144.37,98.1,EXPRESSED
S100A13,144.24,98.1,EXPRESSED
M6PR,144.2,98.1,EXPRESSED
KMT5B,143.97,98.1,EXPRESSED
GALNT1,143.96,98.1,EXPRESSED
ATP1B3,143.92,98.1,EXPRESSED
MTCH2,143.87,98.1,EXPRESSED
MPZL1,143.79,98.1,EXPRESSED
SEC61G,143.73,98.1,EXPRESSED
MAPKAPK2,143.35,98.0,EXPRESSED
PLOD1,143.24,98.0,EXPRESSED
LAPTM5,143.2,98.0,EXPRESSED
TNFRSF10B,143.1,98.0,EXPRESSED
MPHOSPH10,142.63,98.0,EXPRESSED
PLXND1,142.37,98.0,EXPRESSED
BMP2,142.37,98.0,EXPRESSED
GOLGB1,142.29,98.0,EXPRESSED
ANXA2,142.09,98.0,EXPRESSED
LRP6,141.95,98.0,EXPRESSED
MYOF,141.94,98.0,EXPRESSED
EXOC1,141.59,98.0,EXPRESSED
ATF6,141.49,98.0,EXPRESSED
PTPRG,141.47,98.0,EXPRESSED
TOR1AIP1,141.45,98.0,EXPRESSED
TMEM33,141.19,98.0,EXPRESSED
FMNL3,140.99,98.0,EXPRESSED
MS4A6A,140.94,98.0,EXPRESSED
ASPM,140.17,98.0,EXPRESSED
DVL3,140.07,98.0,EXPRESSED
UBA2,139.63,98.0,EXPRESSED
GLIPR1,139.39,98.0,EXPRESSED
NUP205,139.07,98.0,EXPRESSED
SLC12A2,138.61,98.0,EXPRESSED
CNIH1,138.43,98.0,EXPRESSED
TRIO,138.4,98.0,EXPRESSED
CARMIL1,137.99,98.0,EXPRESSED
CS,137.95,98.0,EXPRESSED
GHR,137.84,97.9,EXPRESSED
TMED9,137.67,97.9,EXPRESSED
GPC4,137.53,97.9,EXPRESSED
MAP4K5,137.18,97.9,EXPRESSED
EPHA2,136.64,97.9,EXPRESSED
SLC30A6,136.38,97.9,EXPRESSED
FAM98B,135.79,97.9,EXPRESSED
SLC30A7,135.67,97.9,EXPRESSED
SYTL2,135.22,97.9,EXPRESSED
UBR3,135.18,97.9,EXPRESSED
G3BP1,134.96,97.9,EXPRESSED
FLOT1,134.55,97.9,EXPRESSED
TRIB2,134.53,97.9,EXPRESSED
HLA-DRB1,134.5,97.9,EXPRESSED
ACSL1,133.8,97.9,EXPRESSED
PPM1A,133.77,97.9,EXPRESSED
STX16,133.72,97.9,EXPRESSED
PRSS48,133.14,97.9,EXPRESSED
KMT2D,133.06,97.9,EXPRESSED
TRPC6,132.85,97.9,EXPRESSED
ITGAV,132.73,97.9,EXPRESSED
ITGA11,132.34,97.8,EXPRESSED
LAMP2,132.28,97.8,EXPRESSED
KDELR3,132.15,97.8,EXPRESSED
LIMA1,131.78,97.8,EXPRESSED
INPP4B,131.61,97.8,EXPRESSED
THBS1,131.35,97.8,EXPRESSED
NT5E,131.24,97.8,EXPRESSED
FKBP9,130.86,97.8,EXPRESSED
ATP2C1,130.62,97.8,EXPRESSED
TMEM131,130.47,97.8,EXPRESSED
CPM,130.39,97.8,EXPRESSED
FIBIN,129.59,97.8,EXPRESSED
LMO7,129.57,97.8,EXPRESSED
GAB1,129.45,97.8,EXPRESSED
LPGAT1,129.44,97.8,EXPRESSED
ERO1A,128.14,97.8,EXPRESSED
GPR137B,127.98,97.8,EXPRESSED
TBC1D23,127.89,97.8,EXPRESSED
PTGES,127.64,97.7,EXPRESSED
NOMO1,127.58,97.7,EXPRESSED
ARPC5,127.46,97.7,EXPRESSED
MAGT1,127.39,97.7,EXPRESSED
PXDC1,127.25,97.7,EXPRESSED
VPS36,127.14,97.7,EXPRESSED
DENND4C,127.08,97.7,EXPRESSED
POGZ,127.07,97.7,EXPRESSED
STAT2,126.97,97.7,EXPRESSED
DCAF16,126.76,97.7,EXPRESSED
SLC49A4,126.37,97.7,EXPRESSED
LITAF,126.22,97.7,EXPRESSED
GOLT1B,125.84,97.7,EXPRESSED
ATP5PB,125.49,97.7,EXPRESSED
RPE,125.25,97.7,EXPRESSED
RNF146,125.0,97.7,EXPRESSED
SORT1,124.72,97.7,EXPRESSED
VCPIP1,124.57,97.7,EXPRESSED
MBTPS1,124.56,97.7,EXPRESSED
BSG,124.44,97.7,EXPRESSED
MDFIC,124.32,97.7,EXPRESSED
HERPUD2,124.23,97.7,EXPRESSED
FCER1G,124.09,97.7,EXPRESSED
WASF2,124.01,97.7,EXPRESSED
TMEM168,123.84,97.7,EXPRESSED
ATRAID,123.78,97.7,EXPRESSED
PKN2,123.76,97.7,EXPRESSED
SLC40A1,123.75,97.7,EXPRESSED
TASP1,123.53,97.7,EXPRESSED
MYO9A,123.32,97.6,EXPRESSED
RPSA,123.21,97.6,EXPRESSED
PGRMC2,123.05,97.6,EXPRESSED
SUCO,122.49,97.6,EXPRESSED
ATP6AP2,122.26,97.6,EXPRESSED
WWP1,121.55,97.6,EXPRESSED
UBA1,121.51,97.6,EXPRESSED
IGHG2,121.18,97.6,EXPRESSED
DNAJC13,120.72,97.6,EXPRESSED
LENG8,120.62,97.6,EXPRESSED
YIPF5,120.3,97.6,EXPRESSED
GFPT1,120.09,97.6,EXPRESSED
COX4I1,119.9,97.6,EXPRESSED
SHTN1,119.61,97.6,EXPRESSED
ATP5MJ,119.55,97.6,EXPRESSED
WLS,119.47,97.6,EXPRESSED
TDP2,119.44,97.6,EXPRESSED
CD55,119.03,97.6,EXPRESSED
USP14,119.03,97.6,EXPRESSED
SELENOP,119.0,97.6,EXPRESSED
LRIG3,118.93,97.6,EXPRESSED
GPR89A,118.75,97.5,EXPRESSED
SLC8A3,118.44,97.5,EXPRESSED
TAF1D,118.09,97.5,EXPRESSED
ADPRM,118.06,97.5,EXPRESSED
ARL4C,118.04,97.5,EXPRESSED
EXT1,117.86,97.5,EXPRESSED
ITM2C,117.74,97.5,EXPRESSED
PRRC1,117.11,97.5,EXPRESSED
IGHM,116.77,97.5,EXPRESSED
FLNB,116.37,97.5,EXPRESSED
ATL2,116.35,97.5,EXPRESSED
PRRC2A,116.17,97.5,EXPRESSED
PTX3,116.07,97.5,EXPRESSED
FUCA1,115.88,97.5,EXPRESSED
FAR1,115.64,97.5,EXPRESSED
BRWD1,115.37,97.5,EXPRESSED
SDK2,115.36,97.5,EXPRESSED
TTC17,115.02,97.5,EXPRESSED
TOMM7,114.73,97.5,EXPRESSED
ATP5MC2,114.7,97.5,EXPRESSED
DMXL2,114.68,97.4,EXPRESSED
PPFIBP1,114.45,97.4,EXPRESSED
RDH11,114.32,97.4,EXPRESSED
SLC23A2,114.31,97.4,EXPRESSED
HCLS1,114.19,97.4,EXPRESSED
VAMP3,114.09,97.4,EXPRESSED
VEGFA,113.91,97.4,EXPRESSED
TRIM13,113.78,97.4,EXPRESSED
ANKH,113.68,97.4,EXPRESSED
CDKAL1,113.62,97.4,EXPRESSED
PLSCR1,113.56,97.4,EXPRESSED
TMPO,113.54,97.4,EXPRESSED
SLC39A10,113.37,97.4,EXPRESSED
PCDHB11,113.33,97.4,EXPRESSED
METAP1,113.29,97.4,EXPRESSED
SYNE2,113.2,97.4,EXPRESSED
RIOK3,113.19,97.4,EXPRESSED
ITGA5,113.09,97.4,EXPRESSED
ARID4A,113.02,97.4,EXPRESSED
LAPTM4B,112.85,97.4,EXPRESSED
CSF1,112.56,97.4,EXPRESSED
ERAP1,112.45,97.4,EXPRESSED
NSD1,112.22,97.4,EXPRESSED
BAG6,111.99,97.4,EXPRESSED
SRPK1,111.93,97.4,EXPRESSED
HLA-DPA1,111.93,97.4,EXPRESSED
RNF13,111.73,97.4,EXPRESSED
N4BP2L2,111.68,97.4,EXPRESSED
TMEM184C,111.65,97.4,EXPRESSED
MTUS1,111.33,97.4,EXPRESSED
FBXW11,111.28,97.4,EXPRESSED
TMX4,111.27,97.4,EXPRESSED
SMARCA2,111.26,97.4,EXPRESSED
GAPVD1,111.19,97.4,EXPRESSED
GNPTAB,111.05,97.4,EXPRESSED
LMBR1,110.81,97.3,EXPRESSED
